313238;G 36299D;WVW33W5UKNGJMBURR;VW;Klasse E 7 - VW ID.7 Tourer Pro S;E;BEV;;;19.07.2017;inaktiv;25.04.2021;Leaseplan;28.07.2017;28.03.2021;28.03.2021;;44;;10 000;0,1913;0,1913;371,99;137,60;22 450,44;Binder Birgit;Auﬂendienst;201729;Salzburg;171812;;;;;;;;;;;;;
349823;BN 919DR;WVWC1DNV52WV6L4VD;VW;PASSAT VARIANT;D;ICE;144;;18.08.2020;inaktiv;19.06.2024;Arval;25.08.2020;25.05.2024;25.05.2024;;45;;10 000;0,1367;0,1367;666,54;107,05;23 248,49;Wolf Katharina;Auﬂendienst;201915;Wien;;;;56 990;69 779;87 197;100 890;127 481;153 275;;;;;
336434;G 86297T;WVWKLKMD3WW5VMHJN;VW;TOURAN;D;ICE;;0;04.01.2017;inaktiv;23.09.2019;Ayvens;12.01.2017;12.10.2019;12.10.2019;;33;155 000;;0,3048;0,3048;396,39;97,18;33 887,48;Gruber Mehmet;Auﬂendienst;201487;Klagenfurt;;;;;;;;;;;;;;
359429;MD 562BD;TMBM60CFWX01E4EV7;SKODA;Klasse 1 - Octavia;D;ICE;;12;30.04.2018;inaktiv;25.09.2021;Ayvens;01.05.2018;01.11.2021;01.11.2021;;42;;7 500;;;1 010,82;192,39;34 990,40;Yilmaz Michael;Auﬂendienst;KST0130;Wien;;;;;;;;;;;;;;
383320;P 247PB;LPSVTEWW9XAHYY2BM;Polestar;Klasse E 3 - Polestar 2;E;;;;10.05.2024;aktiv;;Arval;18.05.2024;18.08.2027;18.08.2027;;39;125 000;7 500;;;384,80;135,26;61 336,84;Binder Ali;Auﬂendienst;201493;Wien;154040;;;;;;;;7 231;30 388;59 871;;;
347819;GU 56157C;WAUMH0CNF59B79KNY;AUDI;A4 AVANT;D;ICE;110;136;16.07.2019;inaktiv;10.08.2023;Leaseplan;02.08.2019;02.08.2024;02.08.2023;Ja;48;165 000;7 500;0,1047;0,1047;719,74;174,82;52 256,23;Wallner Birgit;Auﬂendienst;KST0099;Wien;;;;75 620;94 554;115 125;133 478;;;;;;;Winterreifen im Depot
321319;GU 981EA;;VW;MULTIVAN;D;;110;129;10.06.2023;aktiv;;Arval;18.06.2023;18.06.2027;18.06.2027;;48;135 000;;;;753,50;122,53;32 764,63;Mayr Peter;Auﬂendienst;KST0118;Wien;;;;;;;2 001;22 388;42 219;58 988;86 401;86 401;;
348520;W 27269X;WVWSL71EYP44YSME8;VW;CADDY MAXI VAN;D;;;37;24.03.2023;inaktiv;30.11.2025;Leaseplan;07.04.2023;07.04.2029;07.04.2029;;72;140 000;7 500;;;629,79;178,35;32 751,45;Maier Franz;Auﬂendienst;KST0126;Innsbruck;;;;;;;6 161;18 034;;38 985;49 733;58 668;;
346566;KL 655PZ;WVWVD0DAZHVBS42X1;VW;PASSAT VARIANT;D;ICE;105;;01.01.2016;inaktiv;29.06.2020;Leaseplan;05.01.2016;05.06.2020;05.06.2020;;53;145 000;;0,1349;0,1349;1 001,01;295,98;25 156,96;Ebner Georg;Servicetechnik;KST0103;Wien;;;;;;;;;;;;;;
327460;W 764FP;WVW30CC70H7FKU6FF;VW;Klasse E 7 - VW ID.7 Tourer Pro S;E;BEV;;;24.07.2024;aktiv;;Arval;06.08.2024;06.08.2028;06.08.2028;;48;;10 000;;;488,45;176,67;41 051,78;Kovacs Andrea;Auﬂendienst;201593;Linz;175339;;;;;;;;;9 112;19 552;;;
387841;G 35551D;TMBS8MCYFKK831S5L;SKODA;KAROQ;D;;;47;21.04.2019;inaktiv;22.03.2024;Arval;30.04.2019;30.04.2025;30.04.2024;Ja;60;285 000;7 500;0,1142;0,1142;772,96;258,74;45 146,22;Moser Sabine;Auﬂendienst;KST0088;Klagenfurt;;;;135 355;146 646;198 035;202 501;237 205;;;;;;
334993;SL 578YH;TMBAAEA3GG5ZRVTNC;SKODA;SUPERB;D;;;;09.04.2024;aktiv;;SHS;09.04.2024;09.04.2028;09.04.2028;;48;145 000;10 000;0,8245;0,8245;606,47;169,80;40 741,00;Eder Katharina;Auﬂendienst;KST0127;Wien;;;2026 J‰nner;;;;;;8 459;28 973;51 263;57 727;;
391988;SL 521CC;TMBAC1UKY2A98742E;SKODA;Octavia 4x4;D;ICE;69;138;14.10.2020;inaktiv;26.09.2024;Ayvens;24.10.2020;24.10.2024;24.10.2024;;48;50 000;7 500;;;572,12;196,99;36 846,74;Mayr Daniel;Auﬂendienst;KST0130;Wien;;;;18 062;23 040;32 781;34 580;40 711;47 782;;;;;
389593;I48729X;;BMW;320d xDrive;D;;96;77;10.12.2024;aktiv;;Leaseplan;11.12.2024;11.12.2028;11.12.2028;;48;135 000;;0,6535;0,6535;444,73;174,00;40 620,91;Wallner Karl;Innendienst;201549;Wien;;;2026 J‰nner;;;;;;;2 124;21 205;;;Karenz ab Mai 2024
384939;G 364BV;WVW0L5SCJG1LB8FAA;VW;PASSAT VARIANT;D;;;;21.02.2024;aktiv;;Arval;11.03.2024;11.06.2028;11.06.2028;;51;110 000;10 000;;;379,15;68,32;53 180,24;Brunner Ali;Auﬂendienst;KST0084;Klagenfurt;;;2026 September;;;;;;11 243;28 341;49 721;51 885;;
309358;BN 65475L;W1K89HES5X3NXRHXR;MERCEDES;GLA 250e DCT;D;ICE;;140;11.09.2020;inaktiv;22.09.2024;Ayvens;11.09.2020;11.09.2024;11.09.2024;;48;55 000;10 000;0,0890;0,0890;175,18;58,70;27 689,76;Binder Mehmet;Auﬂendienst;KST0077;Klagenfurt;;;;24 557;35 446;41 121;55 413;67 512;67 512;;;;;Austritt 09.10.2025
379840;LL 171BS;WVW58SFA3PJZVSFB7;VW;PASSAT;D;;87;;21.02.2021;inaktiv;30.11.2025;Ayvens;06.03.2021;06.08.2026;06.08.2026;;65;95 000;10 000;0,1998;0,1998;158,57;44,84;37 562,14;Auer Karl;Auﬂendienst;201415;Wien;;;;20 347;30 018;40 049;55 394;62 384;66 508;91 039;94 351;109 788;;
383227;L 63929Z;TMBPRXZU94UDE0Z58;SKODA;OCTAVIA;D;;126;;25.09.2019;inaktiv;17.12.2023;Ayvens;11.10.2019;11.02.2024;11.02.2024;;52;180 000;7 500;0,1652;0,1652;290,90;67,99;49 418,71;Schwarz Herbert;Auﬂendienst;201968;Wien;;;;90 518;102 880;126 145;;160 411;;;;;;‹bernahme Auer Claudia ab 24.03.2023
322431;G 98853K;WVWDKZV6LLVMMKLSH;VW;Klasse E 7 - VW ID.7 Tourer Pro S;E;;;;13.01.2023;inaktiv;30.11.2025;Leaseplan;13.01.2023;13.01.2027;13.01.2027;;48;145 000;10 000;;;626,42;129,48;24 765,98;Winkler Lukas;Auﬂendienst;201035;Salzburg;148671;Ja;;;;;15 087;31 615;56 583;68 963;92 060;98 142;;‹bernahme Baumgartner Elena ab 25.09.2025
370010;VB 94541C;TMB8X9D02K4010AVZ;SKODA;Klasse 1 - Octavia;D;;225;0;15.02.2022;inaktiv;30.11.2025;Arval;03.03.2022;03.03.2026;03.03.2026;;48;125 000;10 000;0,7129;0,7129;690,40;220,42;32 730,27;Brunner Herbert;Auﬂendienst;201993;Innsbruck;;;;;9 292;22 220;32 231;;59 739;63 295;77 413;85 067;;
395568;S 257FS;WAU074T7H09BTLDKX;AUDI;A6 Avant;D;;110;;21.11.2021;inaktiv;30.11.2025;Leaseplan;01.12.2021;01.02.2028;01.02.2028;;74;145 000;7 500;0,6795;0,6795;149,70;51,07;30 964,17;Novak Florian;Auﬂendienst;KST0059;Graz;;;;3 424;20 513;34 858;51 405;75 068;88 668;109 024;127 634;127 634;;
332087;MD 999ZD;WVWW0J5YMWBHRJKRW;VW;MULTIVAN;D;ICE;;;18.05.2019;inaktiv;24.03.2024;Leaseplan;26.05.2019;26.02.2024;26.02.2024;;57;115 000;;0,3764;0,3764;429,08;72,56;42 231,94;Moser Andrea;Auﬂendienst;KST0105;Wien;;;;64 207;86 905;103 661;103 661;130 081;;;;;;‹bernahme Bauer Ivan ab 30.08.2024
321417;L 219GZ;W0VP970M5GMZ14P9R;OPEL;ASTRA;D;ICE;112;;30.03.2018;inaktiv;29.04.2022;Ayvens;04.04.2018;04.04.2022;04.04.2022;;48;85 000;7 500;0,0220;0,0220;926,97;178,85;34 776,05;Lechner Lukas;Auﬂendienst;201041;Wien;;;;57 927;73 560;;;;;;;;;
360589;SL 72478J;WBA289UK6GHT88RJB;BMW;X1 16d sDrive;D;ICE;;;18.03.2022;inaktiv;30.11.2025;Leaseplan;31.03.2022;31.03.2028;31.03.2028;;72;210 000;10 000;0,5036;0,5036;497,24;168,60;41 678,02;Berger Georg;Auﬂendienst;KST0088;Wien;;;;;;23 195;35 745;52 616;63 619;86 882;100 724;100 724;;
349735;VB 78811F;TMBW18H877L9D2T81;SKODA;SUPERB;D;;98;35;30.08.2025;aktiv;;Leaseplan;07.09.2025;07.09.2028;07.09.2028;;36;90 000;10 000;0,0877;0,0877;534,02;184,15;19 949,98;Schmidt Florian;Auﬂendienst;201783;Salzburg;;;2027 Mai;;;;;;;;;3 804;;
335382;P 518VA;;VW;PASSAT VARIANT;D;;96;;25.09.2016;inaktiv;19.08.2020;Arval;04.10.2016;04.10.2020;04.10.2020;;48;15 000;7 500;0,2024;0,2024;396,02;98,04;30 504,37;Schuster Peter;Auﬂendienst;KST0113;Wien;;;;;;;;;;;;;;
383886;LL 59893A;WBA6U4DN06KSKW43X;BMW;Klasse E 10 - BMW i4 xDrive40;E;BEV;152;;14.07.2018;inaktiv;14.06.2023;Arval;02.08.2018;02.08.2023;02.08.2023;;60;145 000;7 500;;;704,50;207,27;50 677,19;Weber Stefan;Auﬂendienst;KST0126;Graz;177423;;;112 935;119 900;147 785;169 396;;;;;;;ex EBNER
390198;SL 34292T;YV1SHXY1S4PKGMPU5;VOLVO;V90;D;;133;;11.02.2019;inaktiv;20.04.2023;Ayvens;28.02.2019;28.05.2023;28.05.2023;;51;40 000;;;;885,46;339,03;42 615,41;Moser Wolfgang;Auﬂendienst;KST0081;Linz;;;;25 445;;34 629;37 018;;;;;;;
373000;P 24543R;WBA873Y4GLT9EZ3X6;BMW;418d  Gran Coupe;D;;112;0;25.06.2023;aktiv;;Ayvens;26.06.2023;26.03.2029;26.03.2029;;69;230 000;7 500;0,0401;0,0401;722,31;246,80;40 065,24;Gruber Franz;Auﬂendienst;KST0123;Wien;;;2026 September;;;;493;20 137;38 470;58 142;70 230;79 081;;
328785;MD 84531N;W0VA468HRPNUV81J4;OPEL;ASTRA WF;D;;110;16;14.03.2023;aktiv;;Arval;29.03.2023;29.05.2028;29.05.2028;;62;;7 500;0,0884;0,0884;501,01;93,85;32 179,77;Brunner Petra;Auﬂendienst;201241;Klagenfurt;;;;;;;5 432;14 952;24 320;;39 920;;;
389733;G 63913J;TMB4KTHXCJ8U04VTT;SKODA;Klasse 1 - Octavia;D;;105;;09.06.2023;aktiv;;Arval;21.06.2023;21.01.2027;21.01.2027;;43;105 000;;0,0841;0,0841;446,96;171,00;33 730,82;Hofer Sophie;Servicetechnik;201817;Klagenfurt;;;2026 J‰nner;;;;2 107;23 019;43 706;60 443;70 973;89 717;;‹bernahme Bauer Ali ab 24.09.2023
342504;S 41937C;LPSH20GXKBF676UAY;Polestar;Klasse E 3 - Polestar 2;E;;110;;21.05.2025;aktiv;;SHS;04.06.2025;04.08.2028;04.08.2028;;38;105 000;;0,0353;0,0353;604,08;192,84;30 193,41;÷zt¸rk Birgit;Auﬂendienst;KST0086;Salzburg;177762;;2027 J‰nner;;;;;;;;5 136;14 740;;
307331;W 637XP;VSSK8FV64F7WKJWS4;SEAT;LEON Kombi;D;ICE;76;;06.07.2020;inaktiv;06.08.2024;Leaseplan;15.07.2020;15.07.2024;15.07.2024;;48;;7 500;0,0944;0,0944;170,25;40,08;24 181,11;Lang Josef;Auﬂendienst;201582;Linz;;;;55 845;72 756;90 905;105 799;132 872;142 779;;;;;
330021;KL 88785W;;MERCEDES;Klasse 6 - CLA200d;D;;;;28.05.2020;inaktiv;10.07.2024;Arval;29.05.2020;29.08.2024;29.08.2024;;51;180 000;7 500;0,2015;0,2015;551,49;215,51;42 459,17;Fuchs Maria;Auﬂendienst;201665;Graz;;;;62 494;83 632;;125 102;137 313;137 313;;;;;
304207;MD 71612X;WAUVC82898RDB4XEU;AUDI;Klasse 7.1 - A4 Avant;D;;103;;30.03.2016;inaktiv;22.02.2022;Ayvens;02.04.2016;02.04.2022;02.04.2022;;72;225 000;;0,1536;0,1536;970,28;351,39;66 846,12;Mayr Herbert;Auﬂendienst;KST0086;Graz;;;;216 496;;;;;;;;;;
341347;W 8544UB;TMB9CEY4HRHR8TYZC;SKODA;SUPERB;D;ICE;110;139;14.05.2023;inaktiv;30.11.2025;SHS;28.05.2023;28.10.2028;28.10.2028;;65;195 000;7 500;0,0889;0,0889;388,45;83,60;38 461,14;Steiner Sabine;Innendienst;KST0108;Wien;;;;;;;4 693;25 965;39 943;56 254;74 701;89 235;;
352581;W 865TF;W0V3RJ43360B5KAEF;OPEL;Klasse 2 - Astra;D;ICE;102;91;09.10.2023;aktiv;;Ayvens;29.10.2023;29.10.2026;29.10.2026;;36;75 000;10 000;0,1609;0,1609;351,39;115,54;19 365,95;Horvath Petra;Servicetechnik;KST0130;Linz;;;2027 Oktober;;;;;4 882;14 516;28 109;34 864;;;
335093;W 399KG;WVWBBTSW49HD0T9ZH;VW;PASSAT VARIANT;D;ICE;;0;30.09.2024;aktiv;;Leaseplan;20.10.2024;20.05.2028;20.05.2028;;43;125 000;10 000;;;451,39;102,95;44 238,32;Auer Daniel;Gesch‰ftsf¸hrung;201595;Graz;;;2027 Oktober;;;;;;;8 519;22 483;29 034;;
308675;GU 75878Z;W0V86J9HP67CL0H3H;OPEL;ASTRA;D;;;0;06.02.2024;aktiv;;Leaseplan;12.02.2024;12.02.2029;12.02.2029;;60;;10 000;;;574,45;146,04;31 183,27;Schmidt Peter;Auﬂendienst;KST0068;Wien;;;2027 J‰nner;;;;;;;25 589;36 410;43 675;;
327653;BN 339XR;WBA31R2YC5UFLBWHF;BMW;Klasse 5 - X1 16d sDrive;D;;;127;03.10.2016;inaktiv;28.03.2020;Leaseplan;04.10.2016;04.04.2020;04.04.2020;;42;80 000;10 000;0,0740;0,0740;538,38;100,81;36 977,50;Fuchs Ali;Auﬂendienst;KST0118;Wien;;;;;;;;;;;;;;
374341;S 65721G;WVWHUDX63E7B3RBUG;VW;Klasse 4 - Touran;D;ICE;;136;25.12.2021;inaktiv;30.11.2025;Leaseplan;13.01.2022;13.01.2026;13.01.2026;;48;25 000;7 500;0,1879;0,1879;586,95;174,03;31 933,43;Pichler Ivan;Auﬂendienst;201382;Wien;;;;152;4 208;8 071;12 126;15 978;21 309;26 660;;31 804;;
394098;S 96658J;WBAYBJA7AAM382FEB;BMW;530e xDrive Limousine G30 XB1;D;;123;;17.12.2022;inaktiv;30.11.2025;Leaseplan;26.12.2022;26.12.2028;26.12.2028;;72;5 000;10 000;;;535,62;123,41;77 767,31;Wimmer Florian;Auﬂendienst;201831;Wien;;;;;;35;526;;1 546;1 882;2 253;2 709;;Winterreifen im Depot
341245;K 32354T;WBAT6A4DX43UH680C;BMW;Klasse E 10 - BMW i4 xDrive40;E;BEV;88;;27.01.2023;aktiv;;Leaseplan;03.02.2023;03.02.2027;03.02.2027;;48;;10 000;0,1748;0,1748;316,81;101,22;32 216,58;Baumgartner Wolfgang;Auﬂendienst;KST0060;Wien;170976;x;2027 J‰nner;;;;;51 220;66 252;97 269;114 781;;;
327869;MD 318BK;WBAG3RA6164GYB6YN;BMW;Klasse E 10 - BMW i4 xDrive40;E;BEV;;;04.11.2020;inaktiv;19.11.2024;Leaseplan;04.11.2020;04.11.2024;04.11.2024;;48;170 000;10 000;0,1036;0,1036;213,68;68,25;43 211,64;Lehner Thomas;Servicetechnik;KST0115;Linz;155925;;;62 179;83 637;99 442;132 092;157 453;201 793;204 581;;;;
385909;BN 648ZZ;WVW3YLG6C8RARR6PS;VW;Klasse E 7 - VW ID.7 Tourer Pro S;E;;114;;22.07.2022;inaktiv;30.11.2025;Arval;04.08.2022;04.08.2026;04.08.2026;;48;190 000;7 500;0,6310;0,6310;500,66;116,55;48 311,83;Wimmer Michael;Auﬂendienst;201006;Salzburg;170996;;;;;16 461;;56 644;68 279;100 677;111 707;115 814;;
365435;W35213N;WVWL4EHKJNN10X4SC;VW;TOURAN;D;ICE;110;22;01.05.2016;inaktiv;02.04.2021;Leaseplan;07.05.2016;07.05.2021;07.05.2021;;60;90 000;7 500;0,1142;0,1142;380,30;77,03;28 512,63;Novak Markus;Servicetechnik;201991;Klagenfurt;;;;;;;;;;;;;;Poolfahrzeug
351856;SL 589MH;VR34308XU1BM5RTEZ;PEUGEOT;3008;D;ICE;93;;11.03.2020;inaktiv;24.04.2024;Ayvens;27.03.2020;27.03.2024;27.03.2024;;48;210 000;10 000;;;171,46;47,68;22 354,64;Weber Andreas;Auﬂendienst;KST0054;Graz;;;;93 914;125 367;134 088;164 119;178 873;206 521;;;;;
384259;S 18937H;WBA66YFXN43P55B0J;BMW;320d;D;ICE;86;0;22.03.2025;aktiv;;Arval;26.03.2025;26.03.2029;26.03.2029;;48;190 000;;;;569,77;115,36;49 963,95;Reiter Andreas;Auﬂendienst;201413;Linz;;;2026 September;;;;;;;;10 113;21 374;;
360142;I 81342N;WVWALX32LHJ37E1PJ;VW;PASSAT Siemens Edition;D;ICE;94;131;08.09.2024;aktiv;;Leaseplan;20.09.2024;20.01.2028;20.01.2028;;40;75 000;;0,1262;0,1262;323,61;72,09;37 188,73;Maier Thomas;Auﬂendienst;201282;Graz;;;2026 Juli;;;;;;;8 630;23 767;26 610;;ex AUER
318726;P 262DT;;MERCEDES;Klasse E 9 - Mercedes EQB 250+;E;BEV;;;03.05.2019;inaktiv;02.06.2025;Arval;15.05.2019;15.05.2025;15.05.2025;;72;215 000;7 500;;;408,95;78,20;41 569,71;Auer Georg;Auﬂendienst;KST0074;Innsbruck;166677;;;114 254;144 215;;196 658;220 357;;259 955;292 552;;;
334718;W 29732Y;WVWCP5DG1W5DAD1NS;VW;PASSAT;D;;89;;08.07.2025;aktiv;;Ayvens;15.07.2025;15.07.2029;15.07.2029;;48;100 000;;;;544,07;102,49;83 463,77;Reiter Thomas;Auﬂendienst;KST0062;Wien;;;2026 Juli;;;;;;;;;7 053;;
318301;WU 352WL;WBAX7EYB519R9ARBH;BMW;X3 30e;D;ICE;110;129;27.03.2023;aktiv;;Leaseplan;30.03.2023;30.03.2028;30.03.2028;;60;65 000;7 500;0,1089;0,1089;544,36;213,98;31 248,26;Schwarz Thomas;Auﬂendienst;KST0054;Graz;;;;;;;4 491;14 438;;34 850;43 653;50 568;;
332325;W 63812S;;MERCEDES;CLA 200d;D;ICE;;137;02.05.2024;aktiv;;Leaseplan;15.05.2024;15.10.2028;15.10.2028;;53;;7 500;0,4718;0,4718;896,80;146,20;34 239,90;Lang Karl;Auﬂendienst;201250;Innsbruck;;;2026 Mai;;;;;;3 694;17 347;26 583;35 561;;
397647;WU 119MS;W0VE3CH1LN4TZ980D;OPEL;ZAFIRA WF;D;;169;0;19.06.2020;inaktiv;30.11.2025;Leaseplan;01.07.2020;01.06.2026;01.06.2026;;71;160 000;;0,1147;0,1147;817,23;314,69;48 669,74;Novak Maria;Auﬂendienst;201267;Klagenfurt;;;;47 258;60 333;65 600;82 150;100 860;111 163;122 567;141 581;155 657;;
373579;I 737JZ;WBAFGZKUP2WAL8AGE;BMW;Klasse E 10.1 - BMW i4 eDrive40;E;BEV;103;;23.04.2017;inaktiv;17.05.2021;Ayvens;25.04.2017;25.04.2021;25.04.2021;;48;140 000;;0,1514;0,1514;445,22;126,13;29 415,69;Lang Lisa;Auﬂendienst;KST0067;Graz;152478;;;;;;;;;;;;;
370644;W 14882A;;SKODA;Klasse 1 - Octavia;D;ICE;;62;24.02.2018;inaktiv;27.10.2021;Ayvens;04.03.2018;04.11.2021;04.11.2021;;44;;7 500;0,1975;0,1975;351,41;136,63;74 471,54;Weber Mehmet;Auﬂendienst;KST0104;Salzburg;;;;178 154;;;;;;;;;;
334438;WU 684WS;WMW7G1VNK9CJ8FW6L;MINI;Cooper S ALL 4 Countryman;D;ICE;201;;26.02.2021;aktiv;;Ayvens;09.03.2021;09.03.2026;09.03.2026;;60;;7 500;;;578,64;201,65;28 394,19;Leitner Claudia;Auﬂendienst;201029;Wien;;;;37 331;50 274;76 911;101 880;116 767;148 824;;185 004;;;
397912;VB 677XX;WBAVFHFYNH0JX1AWD;BMW;418d  Gran Coupe;D;ICE;87;;10.07.2017;inaktiv;17.09.2021;Ayvens;27.07.2017;27.08.2021;27.08.2021;;49;80 000;10 000;;;932,61;241,77;46 111,84;Nguyen Birgit;Auﬂendienst;201227;Wien;;;;;;;;;;;;;;
376622;GU 63441F;TMBB2Y47Z22EVVN2G;SKODA;Klasse 1 - Octavia;D;ICE;;127;09.02.2021;inaktiv;29.02.2024;Arval;13.02.2021;13.02.2024;13.02.2024;;36;135 000;;0,3056;0,3056;572,04;128,58;50 912,09;Kaya Peter;Auﬂendienst;KST0067;Klagenfurt;;;;32 815;54 995;77 293;93 617;105 889;;;;;;
356155;BN 287JX;WVW9RB7UGM174WJGX;VW;PASSAT VARIANT;D;ICE;;137;15.06.2022;inaktiv;30.11.2025;Leaseplan;18.06.2022;18.06.2026;18.06.2026;;48;230 000;7 500;;;391,86;70,53;48 653,94;Huber Franz;Auﬂendienst;201831;Klagenfurt;;;;;1 660;24 054;42 641;66 319;84 277;107 243;132 210;148 991;;‹bernahme Lehner Elena ab 31.12.2024
376484;W 56937Y;TMB5J8XZ9PGCSCNKW;SKODA;Klasse 1 - Octavia;D;ICE;88;;11.06.2017;inaktiv;26.05.2021;Ayvens;29.06.2017;29.06.2021;29.06.2021;;48;75 000;;0,2558;0,2558;344,18;55,60;37 916,13;Weber Birgit;Auﬂendienst;KST0120;Linz;;;;;;;;;;;;;;
352350;S 36771W;WVWEYF0YUKRUAG1R1;VW;TOURAN;D;ICE;117;;09.08.2017;inaktiv;22.09.2022;Ayvens;26.08.2017;26.10.2023;26.10.2022;Ja;62;220 000;;;;233,79;42,35;52 483,19;Lehner Mehmet;Auﬂendienst;KST0123;Linz;;;;161 951;196 800;;;;;;;;;
347447;W 4525PL;;VOLVO;V90;D;;82;;17.12.2021;inaktiv;30.11.2025;SHS;03.01.2022;03.01.2027;03.01.2027;;60;120 000;10 000;;;520,18;88,00;48 377,58;Gruber Manfred;Auﬂendienst;201139;Klagenfurt;;;;1 093;14 959;31 087;41 286;58 321;69 497;81 563;93 550;105 111;;
328746;GU 492KK;W0VW9C68DZA6YWZGA;OPEL;INSIGNIA;D;;110;;15.11.2021;aktiv;;Leaseplan;28.11.2021;28.11.2025;28.11.2025;;48;;10 000;0,1477;0,1477;362,39;73,66;32 444,98;Fuchs Claudia;Auﬂendienst;201420;Wien;;;;5 140;23 961;44 067;64 309;81 837;92 013;120 200;136 725;144 764;;Austritt 18.01.2025
318131;W 5278US;WVW1JHGBJKZ9ASDY4;VW;CADDY MAXI VAN;D;;110;;24.10.2017;inaktiv;13.01.2023;Leaseplan;28.10.2017;28.01.2023;28.01.2023;;63;10 000;;0,1330;0,1330;374,91;127,88;33 617,15;Lang Christian;Auﬂendienst;201191;Graz;;;;7 508;8 636;8 808;;;;;;;;
366784;W 54467S;WBAUZ3SXDMCADXPV7;BMW;520d;D;;110;;26.02.2017;inaktiv;01.04.2023;Leaseplan;14.03.2017;14.03.2023;14.03.2023;;72;325 000;;;;450,38;140,05;33 731,07;Reiter Peter;Auﬂendienst;201699;Wien;;;;;295 831;295 831;;;;;;;;
364686;K 134PU;WBA05H4E739BLUJVC;BMW;X3;D;;78;0;07.03.2023;aktiv;;Arval;25.03.2023;25.01.2027;25.01.2027;;46;;7 500;0,1458;0,1458;735,19;249,85;33 810,58;Aigner Ivan;Innendienst;KST0115;Innsbruck;;;2027 Juli;;;;14 727;38 802;63 030;76 597;103 155;129 646;;
311915;I 953PW;WVWUMTBG1TP5RXUP2;VW;Klasse 3 - Passat;D;;;;01.10.2021;inaktiv;19.07.2025;Arval;15.10.2021;15.07.2025;15.07.2025;;45;100 000;7 500;0,2065;0,2065;374,81;61,59;31 123,15;Binder Claudia;Auﬂendienst;KST0072;Graz;;;;;;36 478;59 499;74 755;81 978;;114 128;122 347;;
399061;W 11342J;WVWYFNJ75LWY7KSDU;VW;PASSAT VARIANT;D;ICE;86;0;03.11.2024;aktiv;;Leaseplan;22.11.2024;22.10.2027;22.10.2027;;35;55 000;7 500;0,0251;0,0251;853,95;256,11;34 419,35;Brunner Petra;Auﬂendienst;KST0079;Innsbruck;;;2027 Oktober;;;;;;;3 239;;16 276;;
306175;W 25865Z;;OPEL;ASTRA;D;ICE;;;14.06.2023;aktiv;;Arval;21.06.2023;21.06.2026;21.06.2026;;36;160 000;;0,1945;0,1945;625,99;228,75;79 187,24;M¸ller Katharina;Auﬂendienst;201285;Wien;;;2026 M‰rz;;;;2 397;29 817;49 378;79 755;95 984;111 314;;
314371;W 79424M;TMBJHDZ0JV6K3SPRD;SKODA;SUPERB;H/B;PHEV;85;0;20.07.2017;inaktiv;11.08.2020;Arval;09.08.2017;09.09.2020;09.09.2020;;37;100 000;7 500;;;322,35;116,90;42 463,10;Lang Lukas;Auﬂendienst;KST0124;Wien;;;;;;;;;;;;;;
320033;W 68152E;;VW;Klasse E 7 - VW ID.7 Tourer Pro S;E;;110;;21.02.2016;inaktiv;03.03.2020;SHS;10.03.2016;10.03.2020;10.03.2020;;48;95 000;7 500;0,1333;0,1333;724,11;114,43;36 276,39;Winkler Ivan;Auﬂendienst;KST0070;Linz;146181;Ja;;;;;;;;;;;;
382240;VB 614KF;WVWNNCSUFC7CDXFWA;VW;PASSAT VARIANT;D;;110;123;20.12.2024;aktiv;;Leaseplan;08.01.2025;08.01.2029;08.01.2029;;48;150 000;10 000;;;275,42;55,90;31 590,98;Mayr Birgit;Auﬂendienst;KST0102;Wien;;;2026 J‰nner;;;;;;;1 181;22 753;;;
320969;W 238DA;TMB8G6XLVLEU0ZFEM;SKODA;Klasse E 2 - ENYAQ 85x;E;;107;;11.03.2021;inaktiv;02.04.2025;SHS;13.03.2021;13.03.2026;13.03.2025;Ja;48;175 000;10 000;0,1996;0,1996;602,03;136,89;79 895,36;Baumgartner Birgit;Innendienst;201499;Wien;146352;;;28 142;48 870;69 586;83 334;101 516;132 312;153 471;157 256;;;
389192;S 25737C;W0V6GFMG24N2YEXY8;OPEL;ASTRA;D;ICE;;0;08.07.2019;inaktiv;30.08.2022;Ayvens;19.07.2019;19.10.2022;19.10.2022;;39;125 000;7 500;;;400,21;106,28;35 880,93;Binder Petra;Auﬂendienst;KST0054;Innsbruck;;;;78 791;87 182;;;;;;;;;‹bernahme Schmidt Manfred ab 29.09.2025
355333;L 37671U;W0VXAK6K8XH3TA5J5;OPEL;ZAFIRA WF;D;;110;;08.02.2024;aktiv;;Arval;10.02.2024;10.02.2028;10.02.2028;;48;150 000;7 500;0,1077;0,1077;234,27;74,26;26 665,21;Yilmaz Elena;Auﬂendienst;201221;Salzburg;;;2026 Oktober;;;;;;15 521;35 965;54 337;;;
378172;LL 2892XR;WAUR61HN7HZ632A0R;AUDI;Klasse 7.1 - A4 Avant;D;ICE;90;28;06.08.2021;inaktiv;24.07.2025;SHS;26.08.2021;26.07.2025;26.07.2025;;47;95 000;7 500;;;490,29;77,54;57 063,38;Nguyen Christian;Auﬂendienst;201033;Wien;;;;11 387;22 819;34 081;47 340;64 858;78 648;95 929;95 929;;;Karenz ab J‰nner 2025
